Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,target
2009-03-08,Region2,17.4,25.1,0.0,SSE,37.0,SSW,SSE,13.0,22.0,80.0,66.0,1018.5,1018.8,5.0,5.0,20.4,23.7,No,1
2009-03-09,Region2,16.0,24.1,12.4,ENE,26.0,SW,NNE,13.0,6.0,98.0,70.0,1022.7,1020.2,5.0,5.0,17.0,23.5,Yes,0
2009-03-10,Region2,16.9,25.9,0.8,ENE,35.0,SSW,ENE,4.0,22.0,96.0,55.0,1022.2,1020.8,5.0,5.0,19.6,25.0,No,0
2009-03-11,Region2,14.4,22.9,0.2,E,31.0,S,E,9.0,11.0,73.0,75.0,1024.2,1023.1,5.0,5.0,19.6,21.1,No,1
2009-03-12,Region2,14.6,26.1,4.8,ENE,33.0,SW,NNE,6.0,15.0,99.0,53.0,1023.2,1020.0,5.0,5.0,17.9,25.3,Yes,0
2009-03-13,Region2,16.4,27.2,0.0,WNW,24.0,SW,WSW,7.0,11.0,91.0,66.0,1018.9,1016.0,5.0,5.0,19.6,25.2,No,0
2009-03-14,Region2,15.1,28.8,0.0,NW,70.0,SW,N,0.0,15.0,96.0,62.0,1015.2,1010.1,5.0,5.0,18.8,27.2,No,1
2009-03-15,Region2,15.1,30.4,24.6,WNW,37.0,SW,NNE,0.0,9.0,99.0,49.0,1010.8,1007.3,5.0,5.0,19.0,29.1,Yes,0
2009-03-16,Region2,11.9,27.0,0.0,SW,30.0,SW,SSE,6.0,6.0,50.0,31.0,1012.2,1007.9,5.0,5.0,17.5,26.0,No,0
2009-03-17,Region2,9.4,25.8,0.0,NE,31.0,SW,NNE,0.0,7.0,63.0,32.0,1013.9,1012.0,5.0,5.0,16.7,25.1,No,0
2009-03-18,Region2,14.5,26.1,0.0,N,31.0,SW,E,0.0,17.0,71.0,50.0,1019.4,1015.7,5.0,5.0,19.2,25.0,No,0
2009-03-19,Region2,11.8,30.0,0.0,N,43.0,SW,ENE,0.0,9.0,92.0,50.0,1016.7,1013.4,5.0,5.0,17.1,28.5,No,0
2009-03-20,Region2,14.7,29.7,0.0,SE,31.0,WSW,E,7.0,11.0,90.0,48.0,1018.1,1015.8,5.0,5.0,18.5,29.1,No,0
2009-03-21,Region2,14.7,26.5,0.0,ENE,33.0,SSW,E,6.0,22.0,99.0,61.0,1019.4,1016.8,5.0,5.0,17.3,25.2,No,0
2009-03-22,Region2,12.0,28.0,0.0,N,35.0,NW,N,6.0,17.0,98.0,44.0,1018.4,1014.7,5.0,5.0,17.1,26.3,No,0
2009-03-23,Region2,13.7,29.3,0.0,NNE,28.0,SE,NE,6.0,17.0,97.0,47.0,1017.3,1014.7,5.0,5.0,18.3,28.4,No,0
2009-03-24,Region2,15.6,32.4,0.0,N,33.0,SW,NNE,2.0,19.0,97.0,35.0,1018.3,1015.1,5.0,5.0,19.8,32.0,No,0
2009-03-26,Region2,17.0,31.3,24.8,SW,76.0,SW,NE,0.0,9.0,97.0,49.0,1019.9,1016.4,5.0,5.0,20.0,30.0,Yes,1
2009-03-27,Region2,18.4,23.4,3.8,S,31.0,S,SE,15.0,15.0,80.0,61.0,1024.5,1023.6,5.0,5.0,19.4,22.9,Yes,0
2009-03-28,Region2,12.6,25.0,0.2,ENE,26.0,SSW,ENE,2.0,9.0,89.0,46.0,1025.7,1022.8,5.0,5.0,16.4,24.0,No,0
2009-03-29,Region2,11.3,26.4,0.0,E,31.0,E,NE,7.0,11.0,96.0,45.0,1023.9,1021.0,5.0,5.0,15.0,25.8,No,0
2009-03-30,Region2,15.0,26.2,0.0,SE,39.0,S,SE,9.0,20.0,84.0,51.0,1024.5,1022.1,5.0,5.0,19.7,23.6,No,1
2009-03-31,Region2,17.6,21.4,3.2,SE,41.0,SE,SE,19.0,19.0,87.0,87.0,1022.5,1020.9,5.0,5.0,19.5,19.3,Yes,1
2009-04-02,Region2,18.6,24.9,15.4,E,31.0,SE,E,11.0,20.0,97.0,69.0,1023.7,1021.6,5.0,5.0,20.2,24.1,Yes,1
2009-04-03,Region2,18.1,26.8,4.0,NNE,33.0,SW,NNE,4.0,22.0,99.0,63.0,1021.4,1016.6,5.0,5.0,19.8,25.9,Yes,1
2009-04-04,Region2,17.2,20.2,1.8,SW,31.0,SE,ESE,15.0,15.0,86.0,67.0,1017.9,1019.5,5.0,5.0,18.8,18.6,Yes,0
2009-04-05,Region2,15.5,23.7,0.0,NNE,31.0,WSW,NNE,7.0,17.0,67.0,61.0,1020.2,1014.2,5.0,5.0,19.0,22.9,No,0
2009-04-06,Region2,11.7,21.3,0.2,S,31.0,S,ESE,19.0,17.0,73.0,60.0,1021.2,1019.5,5.0,5.0,17.8,20.1,No,0
2009-04-07,Region2,13.1,22.1,0.0,ESE,30.0,SW,ESE,11.0,22.0,72.0,58.0,1026.0,1024.0,5.0,5.0,17.1,19.9,No,0
2009-04-08,Region2,9.3,23.4,0.0,E,28.0,SW,NE,13.0,13.0,67.0,46.0,1027.4,1024.3,5.0,5.0,18.1,22.0,No,0
2009-04-09,Region2,10.3,23.5,0.0,NNE,24.0,WSW,NE,2.0,15.0,79.0,54.0,1025.8,1021.8,5.0,5.0,17.1,22.9,No,0
2009-04-10,Region2,10.7,24.8,0.0,NE,20.0,SW,NNE,0.0,9.0,85.0,52.0,1023.8,1021.0,5.0,5.0,16.8,23.8,No,0
2009-04-11,Region2,14.5,24.2,0.0,N,15.0,SW,NE,0.0,9.0,85.0,59.0,1025.7,1023.1,5.0,5.0,18.9,23.0,No,0
2009-04-12,Region2,16.5,24.0,0.8,N,17.0,WNW,NNW,6.0,11.0,85.0,60.0,1023.6,1020.7,5.0,5.0,19.7,23.7,No,0
2009-04-13,Region2,17.7,22.3,0.2,ESE,30.0,SW,SSW,4.0,6.0,92.0,80.0,1023.0,1019.6,5.0,5.0,19.9,21.2,No,1
2009-04-14,Region2,14.9,27.3,13.0,SSE,28.0,N,SW,9.0,6.0,95.0,53.0,1015.5,1010.8,5.0,5.0,18.6,26.5,Yes,0
2009-04-15,Region2,11.3,28.3,0.4,NW,46.0,N,WNW,2.0,26.0,92.0,30.0,1011.6,1007.0,5.0,5.0,18.1,28.1,No,0
2009-04-16,Region2,8.9,23.9,0.0,SSW,26.0,SW,N,6.0,9.0,61.0,37.0,1015.4,1011.6,5.0,5.0,16.0,23.6,No,0
2009-04-17,Region2,7.2,23.4,0.0,ENE,28.0,SSW,ENE,7.0,17.0,73.0,44.0,1016.9,1015.7,5.0,5.0,16.1,22.1,No,0
2009-04-18,Region2,11.7,23.2,0.0,SW,28.0,SW,SE,17.0,6.0,67.0,49.0,1020.8,1018.1,5.0,5.0,18.4,22.6,No,0
2009-04-19,Region2,14.0,19.9,0.0,S,44.0,SW,SSW,20.0,20.0,67.0,84.0,1020.3,1019.0,5.0,5.0,18.3,17.8,No,1
2009-04-20,Region2,13.0,18.6,3.2,SSW,44.0,SW,S,24.0,15.0,90.0,82.0,1021.9,1019.9,5.0,5.0,14.6,16.3,Yes,1
2009-04-21,Region2,13.2,20.4,2.4,S,43.0,S,S,20.0,17.0,85.0,85.0,1023.9,1021.7,5.0,5.0,16.1,17.3,Yes,1
2009-04-22,Region2,13.7,21.9,8.4,SE,39.0,SW,SSE,17.0,20.0,85.0,60.0,1024.8,1022.8,5.0,5.0,17.3,19.4,Yes,1
2009-04-23,Region2,13.6,21.1,1.6,NE,19.0,WSW,N,9.0,7.0,77.0,60.0,1022.0,1018.4,5.0,5.0,17.6,20.3,Yes,0
2009-04-24,Region2,7.9,22.6,0.2,N,24.0,SW,ESE,0.0,4.0,99.0,66.0,1012.9,1006.5,5.0,5.0,12.8,21.3,No,0
2009-04-25,Region2,12.8,22.5,0.4,N,46.0,NNW,WNW,13.0,20.0,52.0,47.0,1004.5,1002.7,5.0,5.0,19.9,21.5,No,0
2009-04-26,Region2,12.7,18.9,0.0,W,57.0,NW,W,19.0,30.0,49.0,35.0,1003.2,1003.3,5.0,5.0,16.9,18.0,No,0
2009-04-27,Region2,4.8,17.7,0.0,SW,54.0,W,SW,15.0,24.0,48.0,37.0,1013.5,1013.0,5.0,5.0,13.6,17.4,No,0
2009-04-28,Region2,4.8,21.1,0.0,W,54.0,WNW,WSW,15.0,31.0,57.0,38.0,1015.6,1015.8,5.0,5.0,17.3,18.9,No,0
2009-04-29,Region2,4.6,17.8,0.0,ESE,22.0,WSW,SE,11.0,11.0,71.0,58.0,1022.6,1020.0,5.0,5.0,11.2,15.8,No,0
2009-04-30,Region2,6.7,19.0,0.0,SW,33.0,SW,SSE,20.0,17.0,68.0,62.0,1020.9,1020.5,5.0,5.0,14.0,16.1,No,0
2009-05-01,Region2,4.2,21.4,0.0,NNE,20.0,SW,NNE,4.0,13.0,90.0,47.0,1024.8,1020.7,5.0,5.0,11.6,20.8,No,0
2009-05-02,Region2,4.8,22.1,0.0,ESE,24.0,SW,E,15.0,13.0,66.0,55.0,1025.5,1022.9,5.0,5.0,14.1,18.8,No,0
2009-05-03,Region2,8.5,21.9,0.0,SSW,24.0,SW,E,17.0,13.0,73.0,52.0,1027.9,1025.6,5.0,5.0,15.3,20.8,No,0
2009-05-04,Region2,6.3,23.3,0.0,SW,19.0,SW,NE,0.0,0.0,93.0,42.0,1028.8,1025.5,5.0,5.0,13.4,22.8,No,0
2009-05-05,Region2,9.9,20.8,0.0,S,28.0,SW,SE,17.0,9.0,72.0,52.0,1031.1,1028.4,5.0,5.0,16.5,19.2,No,0
2009-05-06,Region2,7.1,22.2,0.0,N,24.0,SW,N,0.0,9.0,99.0,48.0,1028.5,1023.4,5.0,5.0,13.3,21.8,No,0
2009-05-07,Region2,6.3,22.9,0.0,SE,26.0,SW,NE,0.0,0.0,91.0,38.0,1024.6,1021.4,5.0,5.0,12.5,22.0,No,0
2009-05-08,Region2,8.5,20.8,0.0,SW,31.0,SW,ENE,19.0,9.0,69.0,58.0,1028.2,1025.0,5.0,5.0,14.9,18.6,No,0
2009-05-09,Region2,6.7,22.2,0.0,SE,22.0,SW,ESE,0.0,7.0,84.0,41.0,1024.4,1020.4,5.0,5.0,13.2,21.1,No,0
2009-05-10,Region2,9.4,19.1,0.0,SSW,35.0,SSW,SE,20.0,17.0,65.0,60.0,1024.7,1024.0,5.0,5.0,15.9,17.0,No,0
2009-05-11,Region2,7.9,20.9,0.4,E,20.0,SW,NNE,13.0,7.0,84.0,41.0,1025.6,1022.2,5.0,5.0,13.3,19.6,No,0
2009-05-12,Region2,3.7,20.7,0.4,SE,28.0,SW,SE,2.0,19.0,98.0,61.0,1021.8,1018.0,5.0,5.0,10.9,17.3,No,0
2009-05-13,Region2,3.4,21.0,0.0,WSW,33.0,SW,W,0.0,19.0,99.0,37.0,1017.0,1012.9,5.0,5.0,11.2,20.6,No,0
2009-05-14,Region2,2.6,20.3,0.0,SW,46.0,N,W,11.0,24.0,73.0,36.0,1012.6,1011.5,5.0,5.0,12.7,19.3,No,0
2009-05-15,Region2,4.4,21.0,0.0,WSW,50.0,NNW,WSW,9.0,28.0,66.0,40.0,1013.0,1010.7,5.0,5.0,15.2,19.9,No,0
2009-05-16,Region2,12.2,22.0,0.0,W,72.0,NNW,WSW,24.0,31.0,59.0,44.0,1010.9,1008.9,5.0,5.0,17.8,20.3,No,0
2009-05-17,Region2,2.8,20.9,0.0,ESE,24.0,SW,SSE,0.0,13.0,80.0,37.0,1018.9,1017.5,5.0,5.0,10.6,19.5,No,0
2009-05-18,Region2,5.7,20.9,0.0,NE,28.0,SW,NNE,9.0,17.0,75.0,55.0,1026.0,1023.4,5.0,5.0,13.3,19.2,No,0
2009-05-19,Region2,11.4,21.4,1.0,ESE,30.0,SW,E,4.0,17.0,99.0,51.0,1024.7,1021.3,5.0,5.0,14.2,19.8,No,1
2009-05-20,Region2,12.9,19.2,17.2,SSE,50.0,SE,S,13.0,9.0,99.0,80.0,1022.7,1020.4,5.0,5.0,14.5,18.1,Yes,1
2009-05-22,Region2,13.7,18.6,5.0,ESE,48.0,SE,ESE,19.0,15.0,72.0,85.0,1023.9,1021.2,5.0,5.0,17.0,17.2,Yes,1
2009-05-23,Region2,14.2,20.6,15.8,ESE,39.0,SE,ESE,11.0,26.0,86.0,68.0,1024.2,1022.8,5.0,5.0,17.6,18.8,Yes,1
2009-05-24,Region2,12.6,21.1,1.6,ESE,26.0,SW,ESE,7.0,17.0,85.0,57.0,1027.0,1025.6,5.0,5.0,16.8,20.0,Yes,0
2009-05-25,Region2,9.5,19.3,0.2,NW,20.0,WSW,NW,7.0,9.0,94.0,69.0,1026.4,1023.3,5.0,5.0,14.0,18.3,No,0
2009-05-26,Region2,7.6,21.8,0.0,NE,17.0,SW,N,0.0,7.0,99.0,60.0,1022.4,1019.1,5.0,5.0,12.5,19.7,No,0
2009-05-27,Region2,10.1,15.6,0.0,W,17.0,SW,SW,0.0,7.0,99.0,99.0,1020.7,1018.7,5.0,5.0,13.2,15.1,No,1
2009-05-28,Region2,9.0,17.9,14.2,SE,26.0,SW,SE,13.0,17.0,99.0,68.0,1021.7,1020.1,5.0,5.0,13.8,17.2,Yes,0
2009-05-29,Region2,8.3,17.4,0.0,S,39.0,WSW,SSW,17.0,26.0,70.0,66.0,1023.8,1022.9,5.0,5.0,11.5,15.2,No,0
2009-05-30,Region2,8.0,17.8,0.0,S,41.0,SSW,SW,22.0,15.0,70.0,74.0,1028.6,1028.3,5.0,5.0,13.5,14.3,No,1
2009-05-31,Region2,9.8,19.0,11.4,ESE,30.0,SW,NNE,13.0,11.0,98.0,89.0,1034.0,1032.4,5.0,5.0,12.7,13.7,Yes,0
2009-06-01,Region2,10.1,16.3,0.4,SSE,15.0,WSW,NE,7.0,0.0,91.0,71.0,1033.2,1030.5,5.0,5.0,11.7,15.7,No,0
2009-06-02,Region2,10.5,18.7,0.0,SSW,15.0,SW,NE,9.0,0.0,91.0,75.0,1030.2,1027.3,5.0,5.0,13.6,17.2,No,1
2009-06-03,Region2,12.3,19.0,8.6,N,17.0,SW,N,0.0,11.0,99.0,79.0,1026.0,1022.4,5.0,5.0,14.5,17.4,Yes,0
2009-06-04,Region2,8.5,17.6,0.2,ENE,15.0,SW,ENE,0.0,9.0,99.0,80.0,1021.0,1016.7,5.0,5.0,11.3,17.0,No,0
2009-06-05,Region2,10.2,19.5,0.0,WSW,26.0,WSW,WSW,11.0,13.0,99.0,50.0,1015.4,1012.6,5.0,5.0,13.8,18.6,No,0
2009-06-06,Region2,3.4,18.8,0.2,W,28.0,SW,NNW,0.0,4.0,92.0,45.0,1014.2,1010.0,5.0,5.0,10.2,18.2,No,1
2009-06-07,Region2,7.0,19.0,1.2,W,41.0,N,WSW,11.0,17.0,99.0,57.0,1008.3,1005.8,5.0,5.0,9.5,16.0,Yes,0
2009-06-08,Region2,4.1,18.8,0.0,WNW,41.0,NW,W,6.0,13.0,83.0,45.0,1009.7,1007.8,5.0,5.0,11.5,16.8,No,0
2009-06-09,Region2,4.3,16.8,0.0,NW,39.0,NNW,W,9.0,15.0,70.0,51.0,1011.8,1008.5,5.0,5.0,11.4,13.7,No,0
2009-06-10,Region2,7.4,13.4,0.0,W,56.0,WSW,W,28.0,31.0,46.0,39.0,1012.4,1013.7,5.0,5.0,9.6,12.0,No,0
2009-06-13,Region2,1.9,17.0,0.0,NNE,17.0,SW,N,0.0,7.0,99.0,63.0,1017.7,1014.2,5.0,5.0,6.0,14.1,No,0
2009-06-14,Region2,4.2,13.3,0.0,SE,19.0,WSW,ESE,6.0,11.0,99.0,88.0,1014.7,1011.6,5.0,5.0,7.0,10.5,No,0
2009-06-15,Region2,2.1,19.5,0.2,SW,26.0,SW,SW,0.0,13.0,99.0,39.0,1013.1,1010.7,5.0,5.0,9.6,17.8,No,0
2009-06-16,Region2,3.8,17.4,0.0,SSW,54.0,SW,SSW,28.0,19.0,72.0,73.0,1018.7,1020.8,5.0,5.0,13.3,14.7,No,0
2009-06-17,Region2,8.8,16.6,0.0,SW,26.0,SSW,S,15.0,13.0,73.0,82.0,1028.0,1027.2,5.0,5.0,12.4,13.8,No,0
2009-06-18,Region2,7.3,16.4,0.6,SE,24.0,SSW,ESE,13.0,13.0,86.0,69.0,1030.0,1028.1,5.0,5.0,12.8,16.3,No,1
2009-06-19,Region2,8.0,18.5,2.8,ESE,31.0,SW,ESE,15.0,20.0,89.0,54.0,1030.5,1028.4,5.0,5.0,12.2,15.2,Yes,1
2009-06-20,Region2,7.8,16.4,1.4,N,20.0,SW,ESE,9.0,7.0,99.0,97.0,1028.1,1024.5,5.0,5.0,11.6,15.0,Yes,1
2009-06-21,Region2,10.0,16.6,1.4,NNE,15.0,SW,NNE,0.0,11.0,100.0,92.0,1024.1,1021.0,5.0,5.0,12.3,15.5,Yes,0
2009-06-23,Region2,4.5,19.8,0.0,NNE,15.0,SW,NE,0.0,0.0,100.0,56.0,1020.2,1016.8,5.0,5.0,9.2,19.3,No,0
2009-06-24,Region2,1.6,17.1,0.2,N,26.0,NW,N,15.0,13.0,100.0,58.0,1016.4,1011.0,5.0,5.0,6.6,16.5,No,0
2009-06-25,Region2,2.6,16.0,0.6,W,24.0,SW,W,0.0,2.0,100.0,58.0,1014.8,1012.4,5.0,5.0,6.0,14.7,No,0
2009-06-26,Region2,4.0,18.3,0.0,N,19.0,NNE,ESE,7.0,2.0,90.0,48.0,1012.8,1009.1,5.0,5.0,10.0,16.7,No,0
2009-06-27,Region2,5.8,15.8,0.2,WSW,13.0,SW,NE,9.0,0.0,97.0,67.0,1008.3,1005.5,5.0,5.0,9.7,15.6,No,0
2009-06-28,Region2,8.1,18.9,0.0,SW,17.0,SW,NNW,0.0,7.0,100.0,63.0,1006.4,1004.7,5.0,5.0,11.2,16.6,No,0
2009-06-29,Region2,3.7,20.6,0.0,WNW,22.0,SW,WNW,0.0,13.0,89.0,48.0,1012.2,1010.0,5.0,5.0,9.7,20.4,No,0
2009-06-30,Region2,7.6,18.1,0.0,NNE,35.0,SW,NNE,0.0,11.0,99.0,67.0,1013.2,1007.7,5.0,5.0,8.4,17.4,No,0
2009-07-01,Region2,8.4,20.4,0.0,N,48.0,WNW,WNW,13.0,30.0,55.0,33.0,1006.3,1005.0,5.0,5.0,18.1,18.9,No,0
2009-07-02,Region2,5.0,18.2,0.0,WNW,46.0,ENE,W,4.0,22.0,52.0,42.0,1007.4,1007.1,5.0,5.0,15.1,16.1,No,0
2009-07-03,Region2,7.5,15.3,0.0,WSW,67.0,WSW,WSW,37.0,35.0,53.0,46.0,1004.4,1005.0,5.0,5.0,12.1,14.0,No,0
2009-07-04,Region2,4.1,16.5,0.0,W,41.0,SW,WSW,0.0,22.0,57.0,46.0,1012.6,1011.7,5.0,5.0,11.2,16.1,No,0
2009-07-05,Region2,5.9,16.7,0.0,W,35.0,N,SW,9.0,7.0,63.0,37.0,1016.6,1016.3,5.0,5.0,11.2,16.4,No,0
2009-07-06,Region2,0.0,15.9,0.0,SW,17.0,SW,SW,0.0,11.0,99.0,53.0,1021.0,1017.9,5.0,5.0,4.3,14.2,No,0
2009-07-07,Region2,3.3,14.5,0.0,S,28.0,SW,SSE,19.0,15.0,71.0,57.0,1025.1,1024.5,5.0,5.0,9.5,13.7,No,1
2009-07-08,Region2,5.5,15.6,1.2,ENE,31.0,SW,SSE,11.0,6.0,98.0,68.0,1029.9,1028.5,5.0,5.0,9.6,13.7,Yes,1
2009-07-09,Region2,6.0,17.0,5.6,SE,24.0,SW,SSW,9.0,9.0,100.0,81.0,1031.3,1028.8,5.0,5.0,9.5,13.9,Yes,1
2009-07-10,Region2,7.1,18.0,1.8,ESE,31.0,WSW,SE,15.0,20.0,99.0,61.0,1028.7,1024.9,5.0,5.0,11.1,15.6,Yes,0
2009-07-11,Region2,5.4,16.1,0.0,NNE,20.0,WSW,N,7.0,11.0,100.0,63.0,1022.7,1018.5,5.0,5.0,9.3,14.3,No,0
2009-07-12,Region2,6.1,18.3,0.2,N,22.0,SW,NE,0.0,7.0,99.0,63.0,1014.6,1009.2,5.0,5.0,8.0,17.3,No,0
2009-07-13,Region2,7.9,17.8,0.0,WNW,30.0,N,NE,7.0,0.0,64.0,51.0,1007.5,1006.2,5.0,5.0,14.1,15.7,No,0
2009-07-14,Region2,4.6,16.0,0.0,WNW,35.0,NNE,W,6.0,19.0,69.0,43.0,1007.3,1004.9,5.0,5.0,11.8,15.6,No,0
2009-07-15,Region2,-0.3,16.3,0.0,N,19.0,SW,WNW,6.0,6.0,99.0,52.0,1010.0,1008.3,5.0,5.0,4.7,14.8,No,0
2009-07-16,Region2,4.2,16.5,0.2,SW,33.0,SSW,SSW,9.0,20.0,87.0,42.0,1012.7,1010.5,5.0,5.0,9.0,15.8,No,1
2009-07-17,Region2,7.7,16.3,4.0,SSW,39.0,SW,SW,22.0,20.0,68.0,56.0,1019.8,1019.3,5.0,5.0,12.0,15.8,Yes,0
2009-07-18,Region2,1.1,17.9,0.0,NW,26.0,SW,ENE,0.0,7.0,99.0,47.0,1022.6,1018.3,5.0,5.0,6.6,17.4,No,0
2009-07-19,Region2,-0.3,19.5,0.0,WSW,30.0,SW,W,0.0,13.0,94.0,38.0,1021.1,1019.4,5.0,5.0,7.6,19.3,No,0
2009-07-20,Region2,0.4,19.8,0.2,NE,20.0,SW,N,0.0,13.0,96.0,40.0,1025.1,1020.1,5.0,5.0,8.0,19.5,No,0
2009-07-21,Region2,0.9,22.6,0.0,NNE,35.0,SW,NW,0.0,20.0,81.0,29.0,1021.4,1015.5,5.0,5.0,8.5,22.2,No,0
2009-07-22,Region2,5.3,25.4,0.0,W,70.0,N,WNW,22.0,43.0,62.0,28.0,1011.3,1005.5,5.0,5.0,18.6,23.5,No,1
2009-07-23,Region2,7.6,17.0,1.6,SW,46.0,ESE,SW,9.0,22.0,63.0,50.0,1012.7,1015.2,5.0,5.0,13.1,15.5,Yes,0
2009-07-24,Region2,4.0,17.0,0.0,WSW,24.0,SW,N,15.0,4.0,72.0,46.0,1026.1,1024.4,5.0,5.0,9.8,16.7,No,0
2009-07-25,Region2,-1.3,17.9,0.2,ENE,15.0,SW,NE,6.0,7.0,99.0,39.0,1026.4,1021.8,5.0,5.0,5.5,16.7,No,0
2009-07-26,Region2,2.8,12.3,0.0,N,15.0,N,NNW,11.0,2.0,100.0,87.0,1019.2,1014.3,5.0,5.0,6.7,11.2,No,1
2009-07-27,Region2,2.8,18.4,5.2,W,39.0,SW,WSW,0.0,19.0,67.0,36.0,1016.6,1015.7,5.0,5.0,11.8,17.7,Yes,0
2009-07-28,Region2,0.9,18.1,0.0,SW,35.0,NNE,WSW,9.0,20.0,81.0,44.0,1022.6,1020.6,5.0,5.0,7.7,17.3,No,0
2009-07-29,Region2,0.4,18.8,0.0,SW,37.0,NNE,SW,6.0,22.0,79.0,51.0,1024.4,1022.5,5.0,5.0,9.7,16.1,No,0
2009-07-30,Region2,1.2,19.3,0.0,WSW,37.0,NNE,WNW,2.0,7.0,84.0,43.0,1024.5,1019.3,5.0,5.0,9.0,17.8,No,0
2009-07-31,Region2,2.2,19.3,0.0,W,50.0,SW,SW,0.0,30.0,72.0,45.0,1020.1,1018.3,5.0,5.0,10.8,18.4,No,0
2009-08-01,Region2,1.8,19.0,0.0,SW,33.0,NNW,SW,9.0,22.0,77.0,37.0,1025.6,1021.3,5.0,5.0,10.2,18.6,No,0
2009-08-02,Region2,0.0,19.1,0.0,SW,19.0,SW,NNE,0.0,9.0,84.0,39.0,1027.8,1022.6,5.0,5.0,8.6,18.2,No,0
2009-08-03,Region2,1.4,20.1,0.0,WSW,52.0,NNE,WSW,13.0,20.0,73.0,31.0,1020.1,1020.0,5.0,5.0,11.5,18.5,No,0
2009-08-04,Region2,5.9,18.6,0.0,W,26.0,SW,W,0.0,9.0,84.0,39.0,1022.0,1017.6,5.0,5.0,8.9,18.4,No,0
2009-08-05,Region2,0.5,19.5,0.0,N,17.0,SW,E,0.0,9.0,99.0,45.0,1022.9,1019.9,5.0,5.0,7.2,18.2,No,0
2009-08-06,Region2,1.7,19.7,0.0,N,20.0,SW,N,0.0,13.0,99.0,38.0,1023.8,1018.9,5.0,5.0,7.3,19.2,No,0
2009-08-08,Region2,1.6,17.3,0.0,SW,35.0,SW,SSW,19.0,4.0,51.0,36.0,1023.7,1020.7,5.0,5.0,10.2,16.7,No,0
2009-08-09,Region2,-0.9,18.1,0.0,SW,41.0,SW,NNE,0.0,11.0,73.0,31.0,1020.8,1017.5,5.0,5.0,7.7,17.1,No,0
2009-08-10,Region2,-0.1,17.2,0.0,WSW,17.0,SW,NE,0.0,0.0,99.0,48.0,1019.8,1016.8,5.0,5.0,6.9,16.6,No,0
2009-08-11,Region2,4.5,17.7,0.0,NNE,30.0,SW,NE,0.0,15.0,100.0,71.0,1017.0,1011.7,5.0,5.0,8.0,16.5,No,1
2009-08-12,Region2,2.3,19.9,3.0,WNW,33.0,SW,WNW,0.0,17.0,99.0,33.0,1012.7,1009.4,5.0,5.0,9.1,19.6,Yes,0
2009-08-13,Region2,1.3,20.3,0.0,WSW,31.0,SW,WSW,0.0,15.0,86.0,42.0,1014.1,1011.7,5.0,5.0,10.8,20.2,No,0
2009-08-14,Region2,3.9,21.7,0.0,WSW,22.0,SW,WNW,0.0,4.0,69.0,34.0,1019.5,1016.0,5.0,5.0,13.2,21.5,No,0
2009-08-15,Region2,1.4,22.4,0.0,WSW,22.0,N,NE,7.0,11.0,86.0,37.0,1019.6,1016.2,5.0,5.0,10.3,21.4,No,0
2009-08-16,Region2,0.0,25.8,0.2,NW,50.0,SW,N,0.0,17.0,98.0,30.0,1015.7,1008.7,5.0,5.0,10.5,25.2,No,0
2009-08-17,Region2,10.1,21.7,0.0,SW,54.0,SW,WSW,24.0,28.0,41.0,24.0,1013.8,1014.5,5.0,5.0,17.7,20.3,No,0
2009-08-18,Region2,3.7,19.3,0.0,WSW,33.0,WSW,SE,11.0,7.0,49.0,32.0,1028.4,1026.0,5.0,5.0,11.9,17.9,No,0
2009-08-19,Region2,0.9,20.0,0.0,NE,33.0,SW,NE,0.0,15.0,85.0,39.0,1028.2,1022.5,5.0,5.0,9.0,19.5,No,0
2009-08-20,Region2,3.8,21.9,0.0,NW,30.0,NNE,ENE,9.0,9.0,99.0,34.0,1019.8,1014.1,5.0,5.0,8.8,21.6,No,0
2009-08-21,Region2,3.3,27.1,0.0,NW,70.0,N,NW,11.0,31.0,69.0,23.0,1009.4,1001.9,5.0,5.0,12.7,26.4,No,0
2009-08-22,Region2,8.4,20.2,0.0,W,37.0,WNW,NE,7.0,11.0,61.0,40.0,1012.9,1009.7,5.0,5.0,13.0,19.9,No,0
2009-08-23,Region2,5.2,25.1,0.0,E,30.0,SW,E,0.0,17.0,79.0,43.0,1012.3,1007.5,5.0,5.0,14.9,24.8,No,0
2009-08-26,Region2,10.2,20.8,0.0,WNW,74.0,SSW,NW,9.0,31.0,32.0,24.0,1013.3,1010.7,5.0,5.0,14.2,20.2,No,0
2009-08-27,Region2,3.5,24.1,0.0,NNW,37.0,NE,N,9.0,13.0,48.0,25.0,1017.5,1013.0,5.0,5.0,15.0,23.6,No,0
2009-08-28,Region2,1.2,24.4,0.0,N,28.0,SW,NE,2.0,15.0,52.0,22.0,1016.9,1012.7,5.0,5.0,13.1,23.7,No,0
2009-08-29,Region2,10.2,26.8,0.0,WNW,70.0,N,NNW,15.0,35.0,73.0,40.0,1008.3,998.0,5.0,5.0,13.6,25.8,No,0
2009-08-30,Region2,11.8,18.5,0.2,WSW,69.0,SW,SSW,28.0,26.0,40.0,29.0,1011.4,1011.5,5.0,5.0,14.2,17.6,No,0
